Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180420C2325,1/2/2018,3:45:00 PM,.SPX180420C2325,4/20/2018,2325,C,378.1499939,6.949999809,2696.199951,,0.1801,0.9409,0.000446,-0.144089,1.723001,636.991402,0,SPX
180102.SPX180420P2325,1/2/2018,3:45:00 PM,.SPX180420P2325,4/20/2018,2325,P,9.699999809,9.699999809,2696.199951,,0.1948,-0.0731,0.000487,-0.183829,2.033085,-61.022506,43,SPX
180102.SPX180420C2350,1/2/2018,3:45:00 PM,.SPX180420C2350,4/20/2018,2350,C,354.3999939,8.199999809,2696.199951,,0.1764,0.9308,0.000515,-0.159654,1.94901,635.930132,105,SPX
180102.SPX180420P2350,1/2/2018,3:45:00 PM,.SPX180420P2350,4/20/2018,2350,P,10.80000019,10.80000019,2696.199951,,0.1889,-0.0822,0.000548,-0.194829,2.221621,-68.55179,487,SPX
180102.SPX180420C2375,1/2/2018,3:45:00 PM,.SPX180420C2375,4/20/2018,2375,C,330.75,9.550000191,2696.199951,,0.1722,0.9197,0.000591,-0.174652,2.18445,634.036542,0,SPX
180102.SPX180420P2375,1/2/2018,3:45:00 PM,.SPX180420P2375,4/20/2018,2375,P,12,12,2696.199951,,0.1828,-0.0923,0.000618,-0.205676,2.422954,-76.957731,322,SPX
180102.SPX180420C2400,1/2/2018,3:45:00 PM,.SPX180420C2400,4/20/2018,2400,C,307.2999878,11.10000038,2696.199951,,0.1679,0.9069,0.000677,-0.190108,2.439194,630.792354,40,SPX
180102.SPX180420P2400,1/2/2018,3:45:00 PM,.SPX180420P2400,4/20/2018,2400,P,13.35000038,13.35000038,2696.199951,,0.1767,-0.1038,0.000697,-0.216672,2.640798,-86.507202,3257,SPX
180102.SPX180420C2425,1/2/2018,3:45:00 PM,.SPX180420C2425,4/20/2018,2425,C,283.9500122,12.75,2696.199951,,0.1629,0.8929,0.000773,-0.204409,2.701992,626.539939,0,SPX
180102.SPX180420P2425,1/2/2018,3:45:00 PM,.SPX180420P2425,4/20/2018,2425,P,14.94999981,14.94999981,2696.199951,,0.1708,-0.1172,0.000787,-0.228569,2.882059,-97.686022,1663,SPX
180102.SPX180420C2450,1/2/2018,3:45:00 PM,.SPX180420C2450,4/20/2018,2450,C,260.8500061,14.64999962,2696.199951,,0.158,0.8768,0.000881,-0.218905,2.985132,620.536471,1,SPX
180102.SPX180420P2450,1/2/2018,3:45:00 PM,.SPX180420P2450,4/20/2018,2450,P,16.64999962,16.64999962,2696.199951,,0.1645,-0.1321,0.000888,-0.239274,3.133253,-110.030904,2763,SPX
180102.SPX180420C2475,1/2/2018,3:45:00 PM,.SPX180420C2475,4/20/2018,2475,C,237.8999939,16.70000076,2696.199951,,0.1525,0.8588,0.001002,-0.232012,3.27808,613.054542,0,SPX
180102.SPX180420P2475,1/2/2018,3:45:00 PM,.SPX180420P2475,4/20/2018,2475,P,18.60000038,18.60000038,2696.199951,,0.1581,-0.1493,0.001004,-0.249915,3.40399,-124.256307,2316,SPX
180102.SPX180420C2500,1/2/2018,3:45:00 PM,.SPX180420C2500,4/20/2018,2500,C,215.3000031,19.10000038,2696.199951,,0.147,0.838,0.00114,-0.245141,3.592552,603.13857,128,SPX
180102.SPX180420P2500,1/2/2018,3:45:00 PM,.SPX180420P2500,4/20/2018,2500,P,20.85000038,20.85000038,2696.199951,,0.1518,-0.1691,0.001135,-0.260293,3.693932,-140.700979,2047,SPX
180102.SPX180420C2525,1/2/2018,3:45:00 PM,.SPX180420C2525,4/20/2018,2525,C,192.9499969,21.75,2696.199951,,0.1411,0.8144,0.001294,-0.256594,3.917105,590.970191,0,SPX
180102.SPX180420P2525,1/2/2018,3:45:00 PM,.SPX180420P2525,4/20/2018,2525,P,23.35000038,23.35000038,2696.199951,,0.1451,-0.1917,0.001284,-0.269301,3.996567,-159.424531,512,SPX
180102.SPX180420C2550,1/2/2018,3:45:00 PM,.SPX180420C2550,4/20/2018,2550,C,170.9499969,24.75,2696.199951,,0.135,0.7873,0.001469,-0.266435,4.25241,575.907685,1500,SPX
180102.SPX180420P2550,1/2/2018,3:45:00 PM,.SPX180420P2550,4/20/2018,2550,P,26.25,26.25,2696.199951,,0.1385,-0.218,0.001453,-0.277312,4.314099,-181.197377,871,SPX
180102.SPX180420C2575,1/2/2018,3:45:00 PM,.SPX180420C2575,4/20/2018,2575,C,149.4499969,28.25,2696.199951,,0.1287,0.7558,0.001665,-0.274692,4.596374,557.147419,31,SPX
180102.SPX180420P2575,1/2/2018,3:45:00 PM,.SPX180420P2575,4/20/2018,2575,P,29.60000038,29.60000038,2696.199951,,0.1317,-0.2486,0.001643,-0.283609,4.640144,-206.504616,2020,SPX
180102.SPX180420C2600,1/2/2018,3:45:00 PM,.SPX180420C2600,4/20/2018,2600,C,128.5,32.29999924,2696.199951,,0.1223,0.7191,0.001882,-0.280346,4.937806,534.157062,104,SPX
180102.SPX180420P2600,1/2/2018,3:45:00 PM,.SPX180420P2600,4/20/2018,2600,P,33.40000153,33.40000153,2696.199951,,0.1245,-0.284,0.001859,-0.286947,4.963896,-235.793048,2187,SPX
180102.SPX180420C2625,1/2/2018,3:45:00 PM,.SPX180420C2625,4/20/2018,2625,C,108.1999969,37,2696.199951,,0.1156,0.6764,0.002122,-0.282404,5.261995,506.165613,30,SPX
180102.SPX180420P2625,1/2/2018,3:45:00 PM,.SPX180420P2625,4/20/2018,2625,P,37.84999847,37.84999847,2696.199951,,0.1172,-0.3256,0.002098,-0.287054,5.275004,-270.178518,1104,SPX
180102.SPX180420C2650,1/2/2018,3:45:00 PM,.SPX180420C2650,4/20/2018,2650,C,88.75,42.54999924,2696.199951,,0.1087,0.6263,0.002379,-0.280014,5.547279,472.097292,220,SPX
180102.SPX180420P2650,1/2/2018,3:45:00 PM,.SPX180420P2650,4/20/2018,2650,P,43.15000153,43.15000153,2696.199951,,0.1098,-0.3746,0.002357,-0.283033,5.551887,-310.776203,4674,SPX
180102.SPX180420C2675,1/2/2018,3:45:00 PM,.SPX180420C2675,4/20/2018,2675,C,70.55000305,49.34999847,2696.199951,,0.102,0.5676,0.002632,-0.272688,5.758776,430.710267,1650,SPX
180102.SPX180420P2675,1/2/2018,3:45:00 PM,.SPX180420P2675,4/20/2018,2675,P,49.70000076,49.70000076,2696.199951,,0.1026,-0.4327,0.002617,-0.274345,5.75944,-358.898377,5811,SPX
180102.SPX180420C2700,1/2/2018,3:45:00 PM,.SPX180420C2700,4/20/2018,2700,C,53.70000076,53.70000076,2696.199951,,0.0951,0.4994,0.002865,-0.257886,5.842772,381.468282,1348,SPX
180102.SPX180420P2700,1/2/2018,3:45:00 PM,.SPX180420P2700,4/20/2018,2700,P,57.70000076,53.90000153,2696.199951,,0.0954,-0.5005,0.002855,-0.258816,5.842773,-415.199688,348,SPX
180102.SPX180420C2725,1/2/2018,3:45:00 PM,.SPX180420C2725,4/20/2018,2725,C,38.79999924,38.79999924,2696.199951,,0.0884,0.4218,0.003021,-0.235245,5.730283,324.145563,261,SPX
180102.SPX180420P2725,1/2/2018,3:45:00 PM,.SPX180420P2725,4/20/2018,2725,P,67.69999695,38.90000153,2696.199951,,0.0886,-0.578,0.003016,-0.235732,5.730829,-479.779659,1,SPX
180102.SPX180420C2750,1/2/2018,3:45:00 PM,.SPX180420C2750,4/20/2018,2750,C,26.45000076,26.45000076,2696.199951,,0.0825,0.3379,0.003024,-0.205111,5.353299,260.9785,2715,SPX
180102.SPX180420P2750,1/2/2018,3:45:00 PM,.SPX180420P2750,4/20/2018,2750,P,80.40000153,26.60000038,2696.199951,,0.0828,-0.6616,0.003016,-0.205942,5.356802,-550.03265,3,SPX
180102.SPX180420C2775,1/2/2018,3:45:00 PM,.SPX180420C2775,4/20/2018,2775,C,16.89999962,16.89999962,2696.199951,,0.0775,0.2536,0.002821,-0.168769,4.689628,196.790044,613,SPX
180102.SPX180420P2775,1/2/2018,3:45:00 PM,.SPX180420P2775,4/20/2018,2775,P,95.69999695,16.89999962,2696.199951,,0.0775,-0.7464,0.002821,-0.168769,4.689628,-622.009179,0,SPX
180102.SPX180420C2800,1/2/2018,3:45:00 PM,.SPX180420C2800,4/20/2018,2800,C,10,10,2696.199951,,0.0732,0.1761,0.002414,-0.128825,3.790818,137.17489,6373,SPX
180102.SPX180420P2800,1/2/2018,3:45:00 PM,.SPX180420P2800,4/20/2018,2800,P,113.8000031,10,2696.199951,,0.0732,-0.8239,0.002414,-0.128826,3.790834,-689.000018,2,SPX
180102.SPX180420C2825,1/2/2018,3:45:00 PM,.SPX180420C2825,4/20/2018,2825,C,6.050000191,6.050000191,2696.199951,,0.0717,0.1192,0.001897,-0.097073,2.916522,93.071178,2702,SPX
180102.SPX180420P2825,1/2/2018,3:45:00 PM,.SPX180420P2825,4/20/2018,2825,P,134.5,5.699999809,2696.199951,,0.0705,-0.8849,0.001882,-0.093072,2.844567,-743.66432,0,SPX
180102.SPX180420C2850,1/2/2018,3:45:00 PM,.SPX180420C2850,4/20/2018,2850,C,3.650000095,3.650000095,2696.199951,,0.0712,0.0786,0.001406,-0.071057,2.148743,61.466253,3086,SPX
180102.SPX180420P2850,1/2/2018,3:45:00 PM,.SPX180420P2850,4/20/2018,2850,P,156.9499969,3.150000095,2696.199951,,0.0688,-0.9286,0.001353,-0.063798,1.996864,-785.045937,0,SPX
180102.SPX180420C2875,1/2/2018,3:45:00 PM,.SPX180420C2875,4/20/2018,2875,C,2.319999933,2.319999933,2696.199951,,0.0722,0.0529,0.00102,-0.052966,1.579872,41.402128,438,SPX
180102.SPX180420P2875,1/2/2018,3:45:00 PM,.SPX180420P2875,4/20/2018,2875,P,180.5,1.700000048,2696.199951,,0.0679,-0.9575,0.000911,-0.041822,1.32641,-814.972524,1,SPX
180102.SPX180420C2900,1/2/2018,3:45:00 PM,.SPX180420C2900,4/20/2018,2900,C,1.600000024,1.600000024,2696.199951,,0.0744,0.0373,0.000747,-0.041127,1.191077,29.167916,3058,SPX
180102.SPX180420P2900,1/2/2018,3:45:00 PM,.SPX180420P2900,4/20/2018,2900,P,204.6499939,0.850000024,2696.199951,,0.0669,-0.9766,0.000565,-0.025183,0.810953,-837.283118,1,SPX
180102.SPX180420C2925,1/2/2018,3:45:00 PM,.SPX180420C2925,4/20/2018,2925,C,1.169999957,1.169999957,2696.199951,,0.0773,0.0275,0.000559,-0.033276,0.927206,21.537707,61,SPX
180102.SPX180420P2925,1/2/2018,3:45:00 PM,.SPX180420P2925,4/20/2018,2925,P,229,0.200000003,2696.199951,,0.0605,-0.9931,0.000218,-0.007964,0.283341,-857.593973,0,SPX
180102.SPX180420C2950,1/2/2018,3:45:00 PM,.SPX180420C2950,4/20/2018,2950,C,0.899999976,0.899999976,2696.199951,,0.0805,0.021,0.000427,-0.027595,0.737942,16.411454,136,SPX
180102.SPX180420P2950,1/2/2018,3:45:00 PM,.SPX180420P2950,4/20/2018,2950,P,253.6000061,-0.200000003,2696.199951,,0,-0.998,0.000075,-0.002475,0.092767,-868.9274,0,SPX
180102.SPX180420C3000,1/2/2018,3:45:00 PM,.SPX180420C3000,4/20/2018,3000,C,0.469999999,0.469999999,2696.199951,,0.0853,0.0112,0.000236,-0.017116,0.43237,8.806345,1345,SPX
180102.SPX180420P3000,1/2/2018,3:45:00 PM,.SPX180420P3000,4/20/2018,3000,P,302.9500122,-0.850000024,2696.199951,,0,0,0,0,0,0,350,SPX
180102.SPX180420C3050,1/2/2018,3:45:00 PM,.SPX180420C3050,4/20/2018,3050,C,0.280000001,0.280000001,2696.199951,,0.0904,0.0065,0.000137,-0.011162,0.265908,5.059809,278,SPX
180102.SPX180420P3050,1/2/2018,3:45:00 PM,.SPX180420P3050,4/20/2018,3050,P,352.4500122,-1.350000024,2696.199951,,0,0,0,0,0,0,0,SPX
180102.SPX180420C3100,1/2/2018,3:45:00 PM,.SPX180420C3100,4/20/2018,3100,C,0.200000003,0.200000003,2696.199951,,0.0974,0.0045,0.000092,-0.00873,0.193061,3.527316,276,SPX
180102.SPX180420P3100,1/2/2018,3:45:00 PM,.SPX180420P3100,4/20/2018,3100,P,402.0499878,-1.75,2696.199951,,0,0,0,0,0,0,0,SPX
180102.SPX180420C3200,1/2/2018,3:45:00 PM,.SPX180420C3200,4/20/2018,3200,C,0.150000006,0.150000006,2696.199951,,0.1136,0.003,0.000055,-0.007119,0.134975,2.361913,0,SPX
180102.SPX180420P3200,1/2/2018,3:45:00 PM,.SPX180420P3200,4/20/2018,3200,P,501.2999878,-2.5,2696.199951,,0,0,0,0,0,0,0,SPX
180102.SPX180420C3300,1/2/2018,3:45:00 PM,.SPX180420C3300,4/20/2018,3300,C,0.150000006,0.150000006,2696.199951,,0.1318,0.0027,0.000042,-0.007345,0.120067,2.068902,0,SPX
180102.SPX180420P3300,1/2/2018,3:45:00 PM,.SPX180420P3300,4/20/2018,3300,P,600.6500244,-3.150000095,2696.199951,,0,0,0,0,0,0,0,SPX
180102.SPX180420C3400,1/2/2018,3:45:00 PM,.SPX180420C3400,4/20/2018,3400,C,0.079999998,0.079999998,2696.199951,,0.1404,0.0013,0.000021,-0.00419,0.06429,1.040275,0,SPX
180102.SPX180420P3400,1/2/2018,3:45:00 PM,.SPX180420P3400,4/20/2018,3400,P,700.0499878,-3.75,2696.199951,,0.05,0,0,0,0,0,0,SPX
180102.SPX180430C1200,1/2/2018,3:45:00 PM,.SPXW180430C1200,4/30/2018,1200,C,1487.25,-10.55000019,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1200,1/2/2018,3:45:00 PM,.SPXW180430P1200,4/30/2018,1200,P,0.119999997,0.119999997,2697.800049,,0.4594,-0.0006,0.000003,-0.006415,0.032955,-0.575402,7085,SPXW
180102.SPX180430C1300,1/2/2018,3:45:00 PM,.SPXW180430C1300,4/30/2018,1300,C,1388,-9.800000191,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1300,1/2/2018,3:45:00 PM,.SPXW180430P1300,4/30/2018,1300,P,0.170000002,0.170000002,2697.800049,,0.4281,-0.0009,0.000005,-0.008501,0.046866,-0.840552,366,SPXW
180102.SPX180430C1400,1/2/2018,3:45:00 PM,.SPXW180430C1400,4/30/2018,1400,C,1288.699951,-9.100000381,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1400,1/2/2018,3:45:00 PM,.SPXW180430P1400,4/30/2018,1400,P,0.280000001,0.280000001,2697.800049,,0.4034,-0.0015,0.000008,-0.012516,0.073226,-1.365974,14833,SPXW
180102.SPX180430C1500,1/2/2018,3:45:00 PM,.SPXW180430C1500,4/30/2018,1500,C,1189.5,-8.300000191,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1500,1/2/2018,3:45:00 PM,.SPXW180430P1500,4/30/2018,1500,P,0.449999988,0.449999988,2697.800049,,0.3814,-0.0024,0.000013,-0.0188,0.116315,-2.270531,8889,SPXW
180102.SPX180430C1550,1/2/2018,3:45:00 PM,.SPXW180430C1550,4/30/2018,1550,C,1139.849976,-7.949999809,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1550,1/2/2018,3:45:00 PM,.SPXW180430P1550,4/30/2018,1550,P,0.519999981,0.519999981,2697.800049,,0.3674,-0.0029,0.000016,-0.021269,0.13661,-2.709002,392,SPXW
180102.SPX180430C1600,1/2/2018,3:45:00 PM,.SPXW180430C1600,4/30/2018,1600,C,1090.300049,-7.5,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1600,1/2/2018,3:45:00 PM,.SPXW180430P1600,4/30/2018,1600,P,0.620000005,0.620000005,2697.800049,,0.3544,-0.0035,0.00002,-0.024447,0.162759,-3.28703,237,SPXW
180102.SPX180430C1650,1/2/2018,3:45:00 PM,.SPXW180430C1650,4/30/2018,1650,C,1040.75,-7.050000191,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1650,1/2/2018,3:45:00 PM,.SPXW180430P1650,4/30/2018,1650,P,0.769999981,0.769999981,2697.800049,,0.3433,-0.0044,0.000025,-0.029027,0.199522,-4.123169,433,SPXW
180102.SPX180430C1700,1/2/2018,3:45:00 PM,.SPXW180430C1700,4/30/2018,1700,C,991.2000122,-6.599999905,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1700,1/2/2018,3:45:00 PM,.SPXW180430P1700,4/30/2018,1700,P,0.980000019,0.980000019,2697.800049,,0.3329,-0.0056,0.000031,-0.034746,0.246318,-5.220654,158,SPXW
180102.SPX180430C1750,1/2/2018,3:45:00 PM,.SPXW180430C1750,4/30/2018,1750,C,941.75,-6.050000191,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1750,1/2/2018,3:45:00 PM,.SPXW180430P1750,4/30/2018,1750,P,1.100000024,1.100000024,2697.800049,,0.3185,-0.0066,0.000038,-0.038107,0.282294,-6.0777,269,SPXW
180102.SPX180430C1800,1/2/2018,3:45:00 PM,.SPXW180430C1800,4/30/2018,1800,C,892.2999878,-5.5,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1800,1/2/2018,3:45:00 PM,.SPXW180430P1800,4/30/2018,1800,P,1.330000043,1.330000043,2697.800049,,0.3068,-0.008,0.000047,-0.043927,0.337842,-7.443229,974,SPXW
180102.SPX180430C1850,1/2/2018,3:45:00 PM,.SPXW180430C1850,4/30/2018,1850,C,842.9500122,-4.849999905,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1850,1/2/2018,3:45:00 PM,.SPXW180430P1850,4/30/2018,1850,P,1.620000005,1.620000005,2697.800049,,0.296,-0.01,0.000059,-0.05129,0.40896,-9.249614,14708,SPXW
180102.SPX180430C1900,1/2/2018,3:45:00 PM,.SPXW180430C1900,4/30/2018,1900,C,793.6500244,-4.150000095,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1900,1/2/2018,3:45:00 PM,.SPXW180430P1900,4/30/2018,1900,P,1.970000029,1.970000029,2697.800049,,0.2849,-0.0124,0.000073,-0.059341,0.491575,-11.418957,417,SPXW
180102.SPX180430C1950,1/2/2018,3:45:00 PM,.SPXW180430C1950,4/30/2018,1950,C,744.4000244,-3.400000095,2697.800049,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180430P1950,1/2/2018,3:45:00 PM,.SPXW180430P1950,4/30/2018,1950,P,2.400000095,2.400000095,2697.800049,,0.2738,-0.0153,0.000092,-0.068439,0.589816,-14.091637,1039,SPXW
180102.SPX180430C1975,1/2/2018,3:45:00 PM,.SPXW180430C1975,4/30/2018,1975,C,719.8499756,-2.950000048,2697.800049,,0,0,0,0,0,0,0,SPXW
180102.SPX180430P1975,1/2/2018,3:45:00 PM,.SPXW180430P1975,4/30/2018,1975,P,2.650000095,2.650000095,2697.800049,,0.2684,-0.017,0.000102,-0.073516,0.64641,-15.675124,961,SPXW
180102.SPX180430C2000,1/2/2018,3:45:00 PM,.SPXW180430C2000,4/30/2018,2000,C,695.2999878,-2.5,2697.800049,,0,0,0,0,0,0,2,SPXW
180102.SPX180430P2000,1/2/2018,3:45:00 PM,.SPXW180430P2000,4/30/2018,2000,P,2.920000076,2.920000076,2697.800049,,0.2629,-0.0189,0.000114,-0.078875,0.707913,-17.430328,9042,SPXW
180102.SPX180430C2025,1/2/2018,3:45:00 PM,.SPXW180430C2025,4/30/2018,2025,C,670.7999878,-2,2697.800049,,0,0,0,0,0,0,0,SPXW
180102.SPX180430P2025,1/2/2018,3:45:00 PM,.SPXW180430P2025,4/30/2018,2025,P,3.25,3.25,2697.800049,,0.2578,-0.0211,0.000128,-0.085007,0.778238,-19.482453,558,SPXW
180102.SPX180430C2050,1/2/2018,3:45:00 PM,.SPXW180430C2050,4/30/2018,2050,C,646.2999878,-1.5,2697.800049,,0,0,0,0,0,0,0,SPXW
180102.SPX180430P2050,1/2/2018,3:45:00 PM,.SPXW180430P2050,4/30/2018,2050,P,3.599999905,3.599999905,2697.800049,,0.2525,-0.0236,0.000144,-0.091312,0.853476,-21.726388,1360,SPXW
180102.SPX180430C2075,1/2/2018,3:45:00 PM,.SPXW180430C2075,4/30/2018,2075,C,621.7999878,-1,2697.800049,,0.05,0.9986,0.00002,-0.004748,0.072375,670.857406,0,SPXW
180102.SPX180430P2075,1/2/2018,3:45:00 PM,.SPXW180430P2075,4/30/2018,2075,P,4,4,2697.800049,,0.2473,-0.0264,0.000161,-0.098225,0.937251,-24.285021,990,SPXW
180102.SPX180430C2100,1/2/2018,3:45:00 PM,.SPXW180430C2100,4/30/2018,2100,C,597.4000244,-0.400000006,2697.800049,,0,0.9958,0.000048,-0.013585,0.189407,675.455964,0,SPXW
180102.SPX180430P2100,1/2/2018,3:45:00 PM,.SPXW180430P2100,4/30/2018,2100,P,4.449999809,4.449999809,2697.800049,,0.2422,-0.0295,0.000181,-0.105653,1.029402,-27.170319,518,SPXW
180102.SPX180430C2125,1/2/2018,3:45:00 PM,.SPXW180430C2125,4/30/2018,2125,C,573.0999756,0.300000012,2697.800049,,0.1572,0.9967,0.000041,-0.01021,0.153279,683.959393,0,SPXW
180102.SPX180430P2125,1/2/2018,3:45:00 PM,.SPXW180430P2125,4/30/2018,2125,P,4.949999809,4.949999809,2697.800049,,0.2371,-0.033,0.000203,-0.113504,1.129795,-30.396191,404,SPXW
180102.SPX180430C2150,1/2/2018,3:45:00 PM,.SPXW180430C2150,4/30/2018,2150,C,548.7999878,1,2697.800049,,0.1756,0.9899,0.0001,-0.030622,0.411518,685.912876,0,SPXW
180102.SPX180430P2150,1/2/2018,3:45:00 PM,.SPXW180430P2150,4/30/2018,2150,P,5.5,5.5,2697.800049,,0.2319,-0.0369,0.000227,-0.121689,1.238343,-33.979002,694,SPXW
180102.SPX180430C2175,1/2/2018,3:45:00 PM,.SPXW180430C2175,4/30/2018,2175,C,524.5499878,1.75,2697.800049,,0.182,0.9836,0.000147,-0.048401,0.627708,688.220499,0,SPXW
180102.SPX180430P2175,1/2/2018,3:45:00 PM,.SPXW180430P2175,4/30/2018,2175,P,6.099999905,6.099999905,2697.800049,,0.2266,-0.0412,0.000254,-0.13012,1.355003,-37.938091,459,SPXW
180102.SPX180430C2200,1/2/2018,3:45:00 PM,.SPXW180430C2200,4/30/2018,2200,C,500.3500061,2.549999952,2697.800049,,0.1844,0.9772,0.000191,-0.0649,0.83067,690.450137,5,SPXW
180102.SPX180430P2200,1/2/2018,3:45:00 PM,.SPXW180430P2200,4/30/2018,2200,P,6.75,6.75,2697.800049,,0.2212,-0.046,0.000284,-0.138725,1.479914,-42.300979,1538,SPXW
180102.SPX180430C2225,1/2/2018,3:45:00 PM,.SPXW180430C2225,4/30/2018,2225,C,476.25,3.450000048,2697.800049,,0.1851,0.9702,0.000238,-0.081428,1.038096,692.15838,0,SPXW
180102.SPX180430P2225,1/2/2018,3:45:00 PM,.SPXW180430P2225,4/30/2018,2225,P,7.550000191,7.550000191,2697.800049,,0.2163,-0.0517,0.000319,-0.148854,1.624312,-47.516169,494,SPXW
180102.SPX180430C2250,1/2/2018,3:45:00 PM,.SPXW180430C2250,4/30/2018,2250,C,452.25,4.449999809,2697.800049,,0.1846,0.9626,0.000288,-0.097927,1.251534,693.288965,0,SPXW
180102.SPX180430P2250,1/2/2018,3:45:00 PM,.SPXW180430P2250,4/30/2018,2250,P,8.350000381,8.350000381,2697.800049,,0.2107,-0.0576,0.000357,-0.158123,1.770581,-52.967684,2914,SPXW
180102.SPX180430C2275,1/2/2018,3:45:00 PM,.SPXW180430C2275,4/30/2018,2275,C,428.2999878,5.5,2697.800049,,0.1829,0.9546,0.00034,-0.113474,1.464023,694.069234,0,SPXW
180102.SPX180430P2275,1/2/2018,3:45:00 PM,.SPXW180430P2275,4/30/2018,2275,P,9.25,9.25,2697.800049,,0.2053,-0.0644,0.0004,-0.16788,1.930076,-59.121566,1242,SPXW
180102.SPX180430C2300,1/2/2018,3:45:00 PM,.SPXW180430C2300,4/30/2018,2300,C,404.3999939,6.599999905,2697.800049,,0.1802,0.9461,0.000396,-0.128169,1.678433,694.401995,0,SPXW
180102.SPX180430P2300,1/2/2018,3:45:00 PM,.SPXW180430P2300,4/30/2018,2300,P,10.25,10.25,2697.800049,,0.1997,-0.0719,0.000447,-0.177971,2.102615,-66.028949,5994,SPXW
180102.SPX180430C2325,1/2/2018,3:45:00 PM,.SPXW180430C2325,4/30/2018,2325,C,380.7000122,7.900000095,2697.800049,,0.1775,0.9363,0.000459,-0.143997,1.914603,693.486105,0,SPXW
180102.SPX180430P2325,1/2/2018,3:45:00 PM,.SPXW180430P2325,4/30/2018,2325,P,11.35000038,11.35000038,2697.800049,,0.1941,-0.0803,0.000501,-0.188155,2.287407,-73.721847,2983,SPXW
180102.SPX180430C2350,1/2/2018,3:45:00 PM,.SPXW180430C2350,4/30/2018,2350,C,357.1000061,9.300000191,2697.800049,,0.1741,0.9256,0.000527,-0.159261,2.158183,691.778273,0,SPXW
180102.SPX180430P2350,1/2/2018,3:45:00 PM,.SPXW180430P2350,4/30/2018,2350,P,12.55000019,12.55000019,2697.800049,,0.1883,-0.0897,0.000561,-0.198282,2.484444,-82.272825,2776,SPXW
180102.SPX180430C2360,1/2/2018,3:45:00 PM,.SPXW180430C2360,4/30/2018,2360,C,347.6499939,9.850000381,2697.800049,,0.1725,0.9212,0.000555,-0.164702,2.253546,691.037872,0,SPXW
180102.SPX180430P2360,1/2/2018,3:45:00 PM,.SPXW180430P2360,4/30/2018,2360,P,13.05000019,13.05000019,2697.800049,,0.1859,-0.0937,0.000587,-0.202188,2.565974,-85.918721,200,SPXW
180102.SPX180430C2370,1/2/2018,3:45:00 PM,.SPXW180430C2370,4/30/2018,2370,C,338.25,10.44999981,2697.800049,,0.1709,0.9165,0.000586,-0.17046,2.354119,689.985509,0,SPXW
180102.SPX180430P2370,1/2/2018,3:45:00 PM,.SPXW180430P2370,4/30/2018,2370,P,13.60000038,13.60000038,2697.800049,,0.1836,-0.098,0.000614,-0.206402,2.652221,-89.852104,28,SPXW
180102.SPX180430C2375,1/2/2018,3:45:00 PM,.SPXW180430C2375,4/30/2018,2375,C,333.5499878,10.75,2697.800049,,0.17,0.9142,0.000601,-0.173221,2.404279,689.429993,0,SPXW
180102.SPX180430P2375,1/2/2018,3:45:00 PM,.SPXW180430P2375,4/30/2018,2375,P,13.89999962,13.89999962,2697.800049,,0.1826,-0.1003,0.000628,-0.208681,2.697576,-91.953541,3941,SPXW
180102.SPX180430C2380,1/2/2018,3:45:00 PM,.SPXW180430C2380,4/30/2018,2380,C,328.8500061,11.05000019,2697.800049,,0.1691,0.9118,0.000617,-0.175912,2.454453,688.850412,0,SPXW
180102.SPX180430P2380,1/2/2018,3:45:00 PM,.SPXW180430P2380,4/30/2018,2380,P,14.19999981,14.19999981,2697.800049,,0.1814,-0.1026,0.000643,-0.210886,2.742955,-94.076524,9,SPXW
180102.SPX180430C2390,1/2/2018,3:45:00 PM,.SPXW180430C2390,4/30/2018,2390,C,319.5,11.69999981,2697.800049,,0.1674,0.9066,0.00065,-0.1816,2.559432,687.405062,0,SPXW
180102.SPX180430P2390,1/2/2018,3:45:00 PM,.SPXW180430P2390,4/30/2018,2390,P,14.80000019,14.80000019,2697.800049,,0.1791,-0.1073,0.000673,-0.215101,2.834083,-98.403132,31,SPXW
180102.SPX180430C2400,1/2/2018,3:45:00 PM,.SPXW180430C2400,4/30/2018,2400,C,310.2000122,12.39999962,2697.800049,,0.1658,0.9012,0.000684,-0.187481,2.668718,685.647351,14,SPXW
